교육종류명,교육명,교육대상명,정원,교육시작일자,교육종료일자,교육장소명,교육비용,교육 설명내용,상세설명내용,신청인원수,접수상태,url,접수기간,운영기간,교육대상전처리
성인정규,2018 봄학기 조각탐험대,6~7세 가족 (부모1명+어린이1명/1팀),10,20180414,20180526,,20000,,"조각탐험대는 가족이 팀을 이루어 놀이형식으로 야외 조각작품을 투어하며 조각을 재미있게 이해하고, 주어진 미션해결을 통해 만들기 재료 아이템을 획득하여 이를 바탕으로 가족이 함께 조각작품을 만들어보는 프로그램입니다.

※ 신청자에 보호자명, 수강생에 수강생명으로 입력하여 신청해주세요.
(어린이, 보호가 개별로 신청하지 마세요.)
※ 수강대상이 아닌 6세 미만 동생 동반참여 불가능합니다.",10,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=101=01,,택1회(토요일 10:00~12:00),제한없음
성인정규,2019 봄학기 조각공원프로그램 조각탐험대(하늘기둥편),유아(6~7세) 가족,각 반 9명,20190413,20190629,"소마미술관 예술아카데미, 올림픽조각공원",20000,,"조각탐험대는 가족이 팀(자녀1명+학부모1명)을 이루어 놀이형식으로 야외 조각 작품을 투어하며 조각을 재미있게 이해하고, 주어진 미션해결을 통해 다양한 만들기 재료 아이템을 획득하여 이를 바탕으로 가족이 함께 조각 작품을 만들어보는 프로그램입니다.

★접수 유의사항★
- 신청 시 신청자 정보에 학부모 정보 입력, 수강생 정보에 자녀 정보 입력
  (어린이, 보호자 개별로 이중신청 하지 마세요)
- 자녀 2명이상 신청 시, 반드시 어린이 1명당 보호자 1명이 한 팀으로 신청 요망
- 수강대상이 아닌 5세 이하 동생 동반 불가
- 수강인원 60% 미만 시 폐강
- 해당 대상이 아닌 경우 접수 취소
- 조각탐험대는 매년 같은 활동이 진행되므로 이전에 하늘 기둥편을 수강했던 경우 활동이 중복될 수 있습니다.

▶신청 방법
아래 달력에서 수업 희망일 클릭  우측의 접수신청 클릭  필수항목 입력",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=163=01,,"택 1회 수업(4/13, 5/11, 6/1, 6/22)",유아
성인정규,2020 전시연계 어린이워크숍올림픽공원에 나타난 푸와 친구들,유아6~7세,12명,20200201,20200201,"예술아카데미, 1관 전시실",35000,사전학습(10분)감상활동(40분)표현활동(60분)마무리(10분),"소마미술관 예술아카데미 선생님과 함께하는 안녕, 푸 어린이 워크숍 

안녕, 푸전시를 통해 위니 더 푸오리지널 드로잉 소장품을 만나보는 시간입니다. 책 속을 탐험하듯 전시를 감상하며 등장하는 캐릭터를 이해하고, 나만의 캐릭터 푸의 새로운 친구를 만들어 봅니다. 내가 만든 캐릭터, 푸와 새로운 친구들을 팝업북으로 꾸며봅니다. 

★2019년도 6~7세인 어린이에게 해당되는 수업입니다.

▶신청 방법 : 아래 달력에서 수업일 클릭  우측의 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 
▶신청하기 클릭 전 날짜 하단의 시간을 꼭 확인해주세요.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=202=01,,택1회,유아
성인정규,2021 가을학기 조각탐험대(열림편),유아(6~7세) 가족,9팀(총 18명),20210930,20211023,"소마미술관 세미나실, 조각공원",20000,,"※접수 마감되었습니다.

조각탐험대는 가족이 팀(자녀1명+학부모1명)을 이루어 놀이형식으로 야외 조각 작품을 투어하며 조각을 재미있게 이해하고, 주어진 미션해결을 통해 다양한 만들기 재료 아이템을 획득하여 이를 바탕으로 가족이 함께 조각 작품을 만들어보는 프로그램입니다. 

★접수 유의사항★ 
- 입력 시 신청자 정보에 학부모 정보, 수강생 정보에 자녀 정보 입력 (어린이, 보호자 개별로 이중신청 하지 마세요) 
- 자녀 2명이상 신청 시, 반드시 각 1팀 : 어린이 1명당 보호자 1명이 한 팀으로 신청 요망 
- 수강대상이 아닌 형제, 친구 등 동반 불가
- 수강인원 60% 미만 시 폐강 
- 해당 대상이 아닌 경우 접수 취소 

▶신청 방법 : 아래 달력에서 수업일(10/23, 토) 클릭  우측의 접수신청 클릭  필수항목 입력(신청자:학부모, 수강생:자녀 정보 입력 (어린이, 보호자 개별로 이중신청 하지 마세요))
▶수업 일정 : 10/23 (토, 10:00-12:00)
　
* 신청 후, 제한 인원 내 등록 완료 인원에게 수강료 안내가 별도로 진행됩니다.",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=242=01,9월 30일 15:00부터 선착순 접수,10월 23일 토요일,유아
성인정규,소마미술관 2관 드로잉 페어링 : 감각의 연결 작가워크숍,6~10세,10,20240519,20240623,소마미술관 2관 로비 / 전시장과 드로잉룸,7000,작품 소개 및 표현하는 방법 안내작품 제작작품 발표 및 기념 촬영,"- 김서울 작가와 함께 식물 판화 드로잉

일시 : 6.23(일) 14:00 / 6.23(일) 15:10
장소 : 소마미술관 2관 로비 / 전시장과 드로잉룸
대상 : 6~10세
인원 : 10명
비용 : 7,000원 *전시 입장료 3,000원은 별도

*프로그램 참여 시 전시 입장료는 별도입니다.

도입 : 작품 소개 및 표현하는 방법 안내
감상 및 표현활동 : 작품 제작
마무리 : 작품 발표 및 기념 촬영",10,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=338=01,홈페이지 선착순 접수,5월19일(일) 10:30~11:20,제한없음
성인정규,2018 작가 재조명전시연계 어린이 워크숍,6~7세,12,20180317,20180511,예술아카데미,30000,"도입(10분) : 인사, 프로그램 소개감상(50분) : 전시감상표현(50분) : 창작활동마무리(10분) : 발표, 학부모 설명","나도! 유쾌한 예술가
다양한 재료와 소재로 자신의 이야기와 사회에 대한 생각을 유쾌하게 풀어낸 작가 황창배의 작품 감상을 통해 예술가의 삶과 미적 표현에 대해 공감해보며, 우리도 유쾌한 예술가가 되어보는 전시연계 프로그램입니다.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=88=01,,1회 수업,제한없음
성인정규,2021 전시연계 어린이 워크숍유쾌한 미술관 여행,유아 6~7세,회차별 12명,20210509,20210725,"세미나실, 전시실",30000,"도입(10분) : 오리엔테이션(오늘 활동 소개, 일상 이야기, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(50분) : 감상활동 , 일상을 담아내는 기록장 만들기마무리(10분) : 서로의 작품 감상하며 이야기 나누어보기","소마미술관 아카데미에서는 1관에서 진행중인 한국스페인 특별전 : 마주하는 풍경, 일상을 바라보는 시선과 연계한 어린이 워크숍유쾌한 미술관 여행을 진행합니다. 한국과 스페인 작가들이 새롭게 바라보는 일상에 대한 작품을 감상하며 작가들의 다양한 시선에 대해 알아보고, 코로나-19로 인해 변화된 일상에 대한 생각을 함께 나누며 자신만의 시선으로 일상을 마주하고, 표현해보고, 나만의 시선으로 기록할 수 있는 방법을 경험해 봅니다.

▶일정 : 아래 일정 중 택1회
　5/23(일) 10:00-12:00
　6/13(일) 14:00-16:00
　6/27(일) 10:00-12:00
　7/11(일) 14:00-16:00

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 6, 7월 수업으로 신청하는 경우 수업이 진행되는 당월에 수강료 안내가 진행됩니다.(예 : 6/13 수업 접수  정원 내 인원에 한하여 6월 첫 주에 수강료 결제 안내 발송)",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=228=01,4/27(화) 15:00부터 선착순 접수,전시 기간 중 운영 / 수업 개설일 중 택 1회,유아
성인정규,"다시 보다 : 한국근현대미술전 전시연계 어린이 워크숍 ㅣ 우리 사람, 우리 자연","6-7세, 초등학교 1-6학년",12,20230722,20230827,,48000,"감상활동: 다시 보다 : 근현대미술전 관한 어린이들의 이해를 도울 수 있는 소개와 전시장 에티켓을 함께 생각해보고 전시를 관람한다.표현활동: 전시작품 속에서 우리의 사람, 자연을 추상작품으로 표현한 작품들 중심으로 표현활동을 한다.(김환기,유영국 등)","소마미술관 아카데미에서는 1관에서 진행중인 기획전시 다시 보다 : 한국근현대미술전과 연계하여 어린이 워크숍 우리 사람, 우리 자연을 진행합니다.

한국 근현대미술의 전개과정을 담은다시 보다 : 한국근현대미술전작품 관람을 통해 회화, 조각, 드로잉 등 작품에서 25명 작가의 개성 있는 조형성을 발견하고, 작품 속에 등장하는 한국의 사람, 자연, 삶, 정서 등 마주한 것을 표현하여 한국예술가들이 창조한 문화적 유산을 만나볼 수 있습니다.

다시 보다 : 근현대미술전을 감상하고 캔버스 위에 다양한 재료를 사용하여 추상 작업을 진행합니다. 완성된 작품은 당일수령합니다.

★일정/대상★
* 시간별 대상 확인 부탁드립니다.*

7월 29일(토)
10:00~12:00 / 유아6~7세

8월 19일(토)
10:00~12:00 / 유아6~7세

8월 27일(일)
14:00~16:00 / 유아6~7세

★주의사항★
* 수강생 전시 입장료가 포함된 수강료입니다.
* 시간별 대상 확인 부탁드립니다.
* 연령이 맞지 않은 경우 접수가 취소됩니다.
* 접수완료 인원 대상 별도 확정 문자 안내드립니다.
* 여석 발생 시 대기인원 대상 안내드립니다.

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=301=01,,자세한 내용은 프로그램안내 확인,초등학생
성인정규,2021 봄학기 조각탐험대(열림편),유아(6~7세) 가족,회차별 9팀,20210424,20210626,"세미나실,조각공원",20000,,"조각탐험대는 가족이 팀(자녀1명+학부모1명)을 이루어 놀이형식으로 야외 조각 작품을 투어하며 조각을 재미있게 이해하고, 주어진 미션해결을 통해 다양한 만들기 재료 아이템을 획득하여 이를 바탕으로 가족이 함께 조각 작품을 만들어보는 프로그램입니다. 

★접수 유의사항★ 
- 입력 시 신청자 정보에 학부모 정보, 수강생 정보에 자녀 정보 입력 (어린이, 보호자 개별로 이중신청 하지 마세요) 
- 자녀 2명이상 신청 시, 반드시 어린이 1명당 보호자 1명이 한 팀으로 신청 요망 
- 수강대상이 아닌 5세 이하 동생 동반 불가 
- 수강인원 60% 미만 시 폐강 
- 해당 대상이 아닌 경우 접수 취소 

▶신청 방법 : 아래 달력에서 수업 희망일 클릭  우측의 접수신청 클릭  필수항목 입력(신청자:학부모, 수강생:자녀 정보 입력 (어린이, 보호자 개별로 이중신청 하지 마세요))
▶수업 일정 : 아래 일정 중 택1회
　4/24 (토, 10:00-12:00)
　5/22 (토, 10:00-12:00)
　5/22 (토, 14:00-16:00)
　6/26 (토, 10:00-12:00)
　6/26 (토, 14:00-16:00)

* 5, 6월 수업으로 신청하는 경우 수업이 진행되는 당월에 수강료 안내가 진행됩니다.(예 : 5/22 수업 접수  정원 내 인원에 한하여 5월 첫 주에 수강료 결제 안내 발송)",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=227=01,4월 13일 15:00부터 선착순 접수,4~6월 4주차 토요일 중 택1회,유아
성인정규,2023 조각탐험대 꾸물대는 몸! 그리고 작고 큰 몸들!,유아 6~7세,10팀 (유아1+보호자1=20명),20230901,20231130,,30000,"도입: 올림픽 조각공원 소개, 미션 소개감상활동: 올림픽 조각공원 조각 탐험표현활동: 이야기가 있는 상자 만들기마무리: 완성된 작품 감상 및 마무리","조각탐험대는 가족이 팀(유아1명+보호자1명)을 이루어 놀이 형식으로 야외 조각 작품을 투어하며 주어진 미션 해결을 통해 조각을 재미있게 이해하고, 조각 작품을 만들어보는 프로그램입니다.
꾸물대는 몸! 그리고 작고 큰 몸들!에서는 올림픽조각공원 안의 크고 작은 인체 중심의 조각들을 감상하며, 인체에 대한 상상력과 호기심, 흥미를 나누는 시간을 갖습니다. 
*매 차시 수업 내용이 동일하므로, 기 신청자는 확인 바랍니다.

▶일정 : 아래 일정 중 택 1회
-9월
17 (일) [모집마감]
10:00~12:00
14:00~16:00

-10월 [모집중]
28일 (토)

-11월 [모집중]
11일 (토) 
18일 (토)
25일 (토)

▶신청 방법 : 예)아래 달력에서 수업일(11/5(참여 희망일), 토) 클릭  우측의 접수신청 클릭  필수항목 입력(신청자:학부모, 수강생:자녀 정보 입력)

★접수 유의사항★ 
- 입력 시 신청자 정보에 학부모 정보, 수강생 정보에 자녀 정보 입력 (어린이, 보호자 개별로 이중신청 하지 마세요) 
- 자녀 2명이상 신청 시, 반드시 각 1팀 : 어린이 1명당 보호자 1명이 한 팀으로 신청 요망 
- 수강대상이 아닌 형제, 친구 등 동반 불가
- 수강인원 60% 미만 시 폐강 
- 해당 대상이 아닌 경우 접수 취소 

★신청 후, 정원 내 신청자에게 수강료 안내 진행
★안내 전 입금 금지
★여석 발생 시 대기인원 대상 안내**유선통화로 진행**

▶하단의 접수 시 주의사항 꼭! 확인 바랍니다.",10,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=308=01,,게시글 참고,유아
성인정규,2022 전시연계 어린이 워크숍 무빙 드로잉,유아 6~7세,회차별 12명,20220515,20220710,"세미나실, 1관 전시실",40000,"도입(10분) : 오리엔테이션(전시 및 활동 소개, 전시관람 에티켓 안내)감상(50분) : 선생님과 함께 전시 관람표현(60분) : 전시 감상 후 느낌 이야기 하기, 나만의 드로잉 세계 표현하고 움직임 주기(무빙 드로잉), 작품 소통 방법 나누기","소마미술관 아카데미에서는 1관에서 진행중인 기획전시 [드로잉 나우]와 연계하여 어린이 워크숍 무빙 드로잉을 진행합니다.
드로잉의 다양한 형태와 매체들이 등장하는 [드로잉 나우] 전시를 관람하고, 확장된 드로잉 소재를 체험해 보는 기회와 함께 전시 공간을 벗어나 시간과 공간을 넘어 작품과 소통의 폭을 넓히는 경험을 갖습니다.

▶일정 : 아래 일정 중 택 1회
   5/15(일) 10:00-12:00(5/3 접수마감)
   6/12(일) 14:00-16:00(6/3 접수마감)
   7/10(일) 14:00-16:00(7/1 접수마감)

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력 
▶하단의 접수 시 주의사항 꼭! 확인 바랍니다. 

* 접수완료 인원 대상 별도 확정 문자 안내드립니다.
* 여석 발생 시 대기인원 대상 안내드립니다.",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=253=01,7/1(금) 15:00부터 선착순 접수(7/10(일) 진행 건),전시 기간 중 운영 / 수업 개설일 중 택 1회,유아
성인정규,규칙과 반칙의 변증법 전시연계 어린이 워크숍 ㅣ 우당탕탕 미술관 악동들,유아 6~7세,12,20230601,20230731,"세미나실, 2관 전시실",40000,[감상활동] 규칙과 반칙의 변증법 전시 관람[표현활동1] 포스베리 플롭 따라잡기(림보게임)[표현활동2] 규칙과 반칙 사이에서 : 우리는 소마미술관 악동작가들 - 물감을 부어서 작품 완성하기,"소마미술관 아카데미에서는 2관에서 진행중인 기획전시 규칙과 반칙의 변증법과 연계하여
어린이 워크숍 우당탕탕 미술관 악동들을 진행합니다.

규칙과 반칙의 변증법에서 스포츠 규칙의 한계를 실험하면서 생기는 다양한 사건을 담은 작품을 감상하고
물감을 흘려서 완성하는 푸어링아트를 체험하며 생활에서 지켜야 할 규칙의 한계를 일시적으로 실험해 작품으로 표현해봅니다.


★일정/대상★
* 시간별 대상 확인 부탁드립니다.*

6월 11일(일)
10:00~12:00 /초등 1~2학년
14:00~16:00 /유아 6~7세

6월 18일(일)
10:00~12:00 /초등 3~4학년
14:00~16:00 /초등 1~2학년

6월 25일(일)
10:00~12:00 /유아 6~7세
14:00~16:00 /초등 3~4학년

7월 2일(일)
10:00~12:00 /초등 1~2학년
14:00~16:00 /유아 6~7세

7월 9일(일)
10:00~12:00 /초등 3~4학년
14:00~16:00 /유아 6~7세

7월 15일(토)
10:00~12:00 /유아 6~7세

★주의사항★
* 시간별 대상 확인 부탁드립니다.
* 연령이 맞지 않은 경우 접수가 취소됩니다.
* 접수완료 인원 대상 별도 확정 문자 안내드립니다.
* 여석 발생 시 대기인원 대상 안내드립니다.

▶신청 방법 : 위 일정 중 신청 희망하는 날짜를 아래 달력에서 클릭  수강 희망 시간 확인 후 접수신청 클릭  필수항목 입력",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=297=01,소미마술관 홈페이지 선착순 접수,"6월 11일(일), 6월 25일(일) /10:00~12:00, 14:00~16:00",유아
성인정규,2019 전시연계 어린이워크숍 素畵(소화)-드로잉 에피소드,유아6~7세,각 반 12명,20190518,20190630,소마미술관 예술아카데미,30000,사전학습(20분) : 오리엔테이션감상활동(20분) : 전시실 작품 감상표현활동1(40분) : 드로잉북 만들기표현활동2(30분) : 나만의 드로잉 작품 만들기마무리(10분) : 작품 감상 및 학부모 대상 활동 소개,"한국근현대드로잉전시연계 어린이 워크숍

한국 근현대 작가들의 드로잉 작품을 감상하며, 한국미술사에서 중요한 작품들의 탄생과정에 대해 알아보고, 드로잉이 독자적으로도 훌륭한 예술작품임을 이해할 수 있습니다. 다양하고 기본적인 드로잉 재료들의 특성을 이해하고 작가들의 작품 제작과정을 최소화하여 따라해 봄으로써 새로운 자기표현의 방법을 경험해보는 프로그램입니다.

▶신청 방법 
아래 달력에서 수업 희망일 클릭  우측의 접수신청 클릭  필수항목 입력",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=171=01,,택 1회 수업,유아
성인정규,2019 가을학기 조각공원프로그램 조각탐험대(열림편),유아 6~7세 가족,각 반 9팀,20190907,20191130,"예술아카데미, 올림픽조각공원",20000,,"조각탐험대는 가족이 팀(자녀1명+학부모1명)을 이루어 놀이형식으로 야외 조각 작품을 투어하며 조각을 재미있게 이해하고, 주어진 미션해결을 통해 다양한 만들기 재료 아이템을 획득하여 이를 바탕으로 가족이 함께 조각 작품을 만들어보는 프로그램입니다. 

★조각탐험대 신청 시★ 
　- 신청 시 신청자 정보에 학부모 정보 입력, 수강생 정보에 자녀 정보 입력 
　　(어린이, 보호자 개별로 이중신청 하지 마세요) 
　- 자녀 2명이상 신청 시, 반드시 어린이 1명당 보호자 1명이 한 팀으로 신청 요망 
　- 수강대상이 아닌 5세 이하 동생 동반 불가 
　- 조각탐험대는 매년 같은 활동이 진행되므로 이전에 열림편을 수강했던 경우 활동이 중복될 수 있습니다. 

▶신청 방법 : 아래 달력에서 수업 희망일 클릭  우측의 접수신청 클릭  필수항목 입력",9,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=191=01,8/20(화) 15:00부터,"택 1회 수업(9/7, 10/12, 11/9)",유아
어린이정규,[온라인] 소마드로잉스쿨 키트 신청(N.03 이상민 작가),초등,80명,20201026,20201030,온라인,0,,"SOMA Drawing School은 소마드로잉센터의 작가에 대해 알아보고, 현대 드로잉의 확장된 개념을 이해하고 시각예술의 기본 장르인 드로잉에 대해 경험할 수 있는 온라인 교육프로그램 입니다.

★소마드로잉스쿨은 2020년 9월부터 12월까지 매월 1회 키트 신청이 진행되며, 한 번 참여하신 분들은 다른 회차에서 참여가 제한됩니다.(아래 1~4번 중 한 번만 참여가 가능하므로 11월 이상민 작가의 활동 키트 희망하시는 분들만 신청바랍니다)

　9월 N.01 김현숙(주연) 작가 : 사물을 한정된 용도에서 벗어나 실루엣으로 표현하여 자신만의 이미지를 만드는 작업
　10월 N.02 김현정 작가 : 주변 사람들, 풍경 등의 이미지와 글루 드로잉, 그림자까지 세 가지 요소로 표현하는 작업
▶11월 N.03 이상민 작가 : 자신의 신체와 그 신체로 만들어지는 움직임에 주목하여 윤곽선과 입체로 표현하는 작업
　12월 N.04 육효진 작가 : 사회적인 문제와 삶의 본질을 창이라는 상징적인 사물로 풀어내는 작업

★키트 신청 방법★ (정원 80명 이내인 경우 ②번까지 모두 진행해주셔야 키트가 발송됩니다)
　① 달력에서 날짜 클릭  접수신청 클릭  필수항목 입력  문자 수신 (OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.)
　　※ 날짜 상관없이 하루만 클릭하여 신청바랍니다. (여러 날짜 신청 시 동일 프로그램 중복 접수가 됩니다)
　　※ 본 페이지는 키트 신청페이지이며 클릭한 날짜에 교육이 진행되는 것이 아닙니다.
　② 첨부파일의 개인정보제공동의서 다운  작성 후 아래의 제목으로 이메일 발송 (스캔 또는 사진 촬영 후 메일 발송)
　　 이메일 : somamuseum@kspo.or.kr (제목명 : [소마드로잉스쿨 이상민 작가 키트 신청] 수강생명)
　　※ 개인정보제공동의서에 작성해주신 주소로 키트가 발송되므로 정확하게 작성바라며, 내용 확인이 되어야 접수완료 안내 문자를 받으실 수 있습니다.
　　※ 홈페이지 접수 기준으로 순서가 체크되므로 ①, ② 순서대로 진행바랍니다.
　　※ 수강생 1명당 1키트 발송
　　※ 키트 발송 후 문자로 안내가 나가며,  키트 수령 후에는 YouTube 소마미술관 채널에서 영상을 보며 활동바랍니다.",80,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=215=02,,10.26(월) 15:00부터 선착순 접수,초등학생
어린이정규,[온라인] 소마드로잉스쿨 키트 신청(N.02 김현정 작가),초등학생,80,20201005,20201008,온라인,0,,"SOMA Drawing School은 소마드로잉센터의 작가에 대해 알아보고, 현대 드로잉의 확장된 개념을 이해하고 시각예술의 기본 장르인 드로잉에 대해 경험할 수 있는 온라인 교육프로그램 입니다.

★소마드로잉스쿨은 2020년 9월부터 12월까지 매월 1회 키트 신청이 진행되며, 한 번 참여하신 분들은 다른 회차에서 참여가 제한됩니다.(아래 1~4번 중 한 번만 참여가 가능하므로 10월 김현정 작가의 활동 키트 희망하시는 분들만 신청바랍니다)

　9월 N.01 김현숙(주연) 작가 : 사물을 한정된 용도에서 벗어나 실루엣으로 표현하여 자신만의 이미지를 만드는 작업
▶10월 N.02 김현정 작가 : 주변 사람들, 풍경 등의 이미지와 글루 드로잉, 그림자까지 세 가지 요소로 표현하는 작업
　11월 N.03 이상민 작가 : 자신의 신체와 그 신체로 만들어지는 움직임에 주목하여 윤곽선과 입체로 표현하는 작업
　12월 N.04 육효진 작가 : 사회적인 문제와 삶의 본질을 창이라는 상징적인 사물로 풀어내는 작업

★키트 신청 방법★(정원 80명 이내에 드신 분들은 ②번까지 모두 진행해주셔야 키트가 발송됩니다)
　① 달력에서 날짜 클릭  접수신청 클릭  필수항목 입력  문자 수신(OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.)
　　※ 날짜 상관없이 하루만 클릭하여 신청바랍니다. (여러 날짜 신청 시 동일 프로그램 중복 접수가 됩니다)
　　※ 본 페이지는 키트 신청페이지이며 클릭한 날짜에 교육이 진행되는 것이 아닙니다.
　② 첨부파일의 개인정보제공동의서 다운  작성 후 아래의 제목으로 이메일 발송 (스캔 또는 사진 촬영 후 메일 발송)
　　 이메일 : somamuseum@kspo.or.kr (제목명 : [소마드로잉스쿨 김현정 작가 키트 신청] 수강생명)
　　※ 개인정보제공동의서에 작성해주신 주소로 키트가 발송되므로 정확하게 작성바라며, 내용 확인이 되어야 접수완료 안내 문자를 받으실 수 있습니다.
　　※ 홈페이지 접수 기준으로 순서가 체크되므로 ①, ② 순서대로 진행바랍니다.
　　※ 수강생 1명당 1키트 발송
　　※ 접수 완료자에 한해 10월 중 키트가 발송되며, YouTube 소마미술관 채널에서 영상을 확인할 수 있습니다.",80,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=213=02,,10.5(월) 15:00부터 선착순 접수,초등학생
어린이정규,[온라인] 소마드로잉스쿨 키트 신청(N.01 김현숙 작가),초등학생,80,20200921,20200928,온라인,0,,"SOMA Drawing School은 소마드로잉센터의 작가에 대해 알아보고, 현대 드로잉의 확장된 개념을 이해하고 시각예술의 기본 장르인 드로잉에 대해 경험할 수 있는 온라인 교육프로그램 입니다.

★소마드로잉스쿨은 2020년 9월부터 12월까지 매월 1회 키트 신청이 진행되며, 한 번 참여하신 분들은 다른 회차에서 참여가 제한됩니다.(아래 1~4번 중 한 번만 참여가 가능하므로 9월 김현숙(주연) 작가의 활동 키트 희망하시는 분들만 신청바랍니다)

▶9월 N.01 김현숙(주연) 작가 : 사물을 한정된 용도에서 벗어나 실루엣으로 표현하여 자신만의 이미지를 만드는 작업
　10월 N.02 김현정 작가 : 주변 사람들, 풍경 등의 이미지와 글루 드로잉, 그림자까지 세 가지 요소로 표현하는 작업
　11월 N.03 이상민 작가 : 자신의 신체와 그 신체로 만들어지는 움직임에 주목하여 윤곽선과 입체로 표현하는 작업
　12월 N.04 육효진 작가 : 사회적인 문제와 삶의 본질을 창이라는 상징적인 사물로 풀어내는 작업

★키트 신청 방법★(②번까지 모두 진행해주셔야 키트가 발송됩니다)
　① 달력에서 날짜 클릭  접수신청 클릭  필수항목 입력  문자 수신(OOO 수강신청 되었습니다. 수업 확정 시 접수완료 문자가 발송됩니다.)
　　※ 날짜 상관없이 하루만 클릭하여 신청바랍니다. (여러 날짜 신청 시 동일 프로그램 중복 접수가 됩니다)
　　※ 본 페이지는 키트 신청페이지이며 클릭한 날짜에 교육이 진행되는 것이 아닙니다.
　② 첨부파일의 개인정보제공동의서 다운  작성 후 아래의 제목으로 이메일 발송 (스캔 또는 사진 촬영 후 메일 발송)
　　 이메일 : somamuseum@kspo.or.kr (제목명 : [소마드로잉스쿨 김현숙 작가 키트 신청] 수강생명)
　　※ 개인정보제공동의서에 작성해주신 주소로 키트가 발송되므로 정확하게 작성바라며, 내용 확인이 되어야 접수완료 안내 문자를 받으실 수 있습니다.
　　※ 홈페이지 접수 기준으로 순서가 체크되므로 ①, ② 순서대로 진행바랍니다.
　　※ 수강생 1명당 1키트 발송
　　※ 접수완료자에 한해 10월에 키트가 발송되며, YouTube 소마미술관 채널에서 영상을 확인할 수 있습니다.",80,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=210=02,,9.21(월) 15:00부터 선착순 접수,초등학생
어린이정규,[3~4학년]2019 가을학기 드로잉 아카데미(신규 수강생 모집),초등3~4학년,각 반 12명,20190817,20191214,예술아카데미,320000,,"2019년 가을학기에는 이야기로 풀어보는 드로잉을 테마로 하여 조형 요소에 대한 새로운 구성과 다양한 미술기법을 활용하여 표현해보고, 각 조형요소들이 가진 이야기를 찾아 자신만의 개성 있는 표현을 해봅니다.

★ 접수 시 희망 반에 해당하는 날짜 하루만 클릭하여 신청바랍니다. (첨부파일의 신청방법 예시 참고) 
　(예) 1반 수강 희망1반에 해당하는 날짜 중 하루만 클릭신청하기1반으로 신청 완료! 

▶5반(1,3주 토 10:00~12:00) 8/17, 9/7, 9/21, 10/5, 10/19, 11/2, 11/16, 12/7
▶6반(2,4주 토 10:00~12:00)  8/24, 8/31, 9/28, 10/12, 10/26, 11/9, 11/23, 12/14
▶7반(2,4주 토 14:30~16:30)  8/24, 8/31, 9/28, 10/12, 10/26, 11/9, 11/23, 12/14

▷ 접수기간 : 2019.7.23(화) 15:00부터 홈페이지 선착순 접수",12,접수마감,http://soma.kspo.or.kr/contents/education/class_let_view.asp?txtCLSS_SEQ_N=181=02,,학기별 8회,초등학생
