name,type,address,phone,big,normal,small,longitude,latitude
부영602동 놀이터 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 광덕로 215 (화순 부영아파트),,전라남도,화순군,신기리,126.9908043,35.06475395
부영6차 옆 산 정상 체육시설,간이운동장,강원특별자치도 강릉시 교동   312,,강원특별자치도,강릉시,,128.8780779,37.76085978
부영8단지~9단지 사이길(금천동 319),간이운동장,"충청북도 청주시 상당구 호미로 261 (금천동, 장자마을 부영아파트)",,충청북도,청주시,금천동,127.5102487,36.62895986
부영@ 304동~306동 사이 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 광덕로 180 (화순 부영아파트),,전라남도,화순군,만연리,126.993576,35.06123516
부영공원 운동장,간이운동장,인천광역시 부평구 안남로 115 (산곡동),032-509-6445,인천광역시,부평구,산곡동,126.7089448,37.49391356
부영공원 잔디축구장,축구장,"인천광역시 부평구 안남로123번길 46 (산곡동, 우성아파트)",032-509-6444,인천광역시,부평구,산곡동,126.7097531,37.49411467
부영구장(게이트볼장),간이운동장,전라남도 화순군 화순읍 만연리 만연로 66,,전라남도,화순군,,126.991208,35.061439
부영아파트 508동 뒤 공원,간이운동장,강원특별자치도 속초시 조양로 166 (조양동),,강원특별자치도,속초시,조양동,128.582771,38.18801107
부영아파트 체육공원,간이운동장,충청남도 홍성군 홍성읍 월산리 월산로50번길 40,,충청남도,홍성군,,126.648254,36.601295
부영아파트옆 공공공지 야외운동시설,간이운동장,경기 하남시 창우동 162-6,,경기도,하남시,창우동,127.2272675,37.54036515
"부영애시앙 1,2차사이",간이운동장,전라남도 목포시 옥암동  당가두로13번길 33,,전라남도,목포시,,126.438376,34.809648
부영어린이공원,간이운동장,전라남도 목포시 옥암동  삼향천로 23,,전라남도,목포시,,126.434368,34.803673
부영초 뒤 동네체육시설,간이운동장,전라남도 여수시 대치1길 34 (여서동),,전라남도,여수시,여서동,127.7011765,34.74588057
"부영초록마을아파트(107, 110동 근처)",간이운동장,"경상북도 경산시 백천동로 5(백천동, 부영 초록마을)",053-804-7780,경상북도,경산시,백천동,128.7386349,35.80706638
부용리게이트볼장,간이운동장,충청북도 영동군 영동읍 상부용로 55,043-740-5995,충청북도,영동군,부용리,127.772831,36.17643156
부용문화공원,간이운동장,경기도 의정부시 민락동   757,,경기도,의정부시,,127.0913059,37.73491961
부용외천3리 동네체육시설,간이운동장,충청북도 청주시 서원구 남이면 부용외천3길 50,,충청북도,청주시,부용외천리,127.4250276,36.5423466
부이공원,간이운동장,인천광역시 부평구 부개동  수변로37번길 15,032-509-6973,인천광역시,부평구,,126.73989,37.49076375
부일리 324-4,간이운동장,경상북도 경산시 용성면 육동로 933,053-810-5412,경상북도,경산시,부일리,128.9246523,35.78407814
부일리 쉼터,간이운동장,경상북도 경산시 용성면 육동로 933,053-804-7543,경상북도,경산시,부일리,128.9246779,35.78405962
부적리 마을공터01(부적리고분군 근처),간이운동장,경북 경산시 압량읍 부적리 748,053-804-7615,경상북도,경산시,,128.7580332,35.84630276
부적리 마을공터02(부적리고분군 근처),간이운동장,경북 경산시 압량읍 부적리 748,,경상북도,경산시,,128.7580332,35.84630276
부적리 마을공터03(부적2리 마을회관),간이운동장,경북 경산시 압량읍 부적리 91-1,,경상북도,경산시,,128.7643701,35.84964827
부적리 마을공터04(부적리고분군 근처),간이운동장,경상북도 경산시 압량읍 부적리  748,,경상북도,경산시,,128.7580332,35.84630276
부적면 마구평3리 공원,간이운동장,충청남도 논산시 부적면 마구평리  468,,충청남도,논산시,,127.12706,36.214912
부적면 탑정리 게이트볼장,전천후게이트볼장,충청남도 논산시 부적면 금성길 40,,충청남도,논산시,탑정리,127.1362273,36.19018567
부적면마구평리게이트볼장,전천후게이트볼장,충청남도 논산시 부적면 마구평길 17-20,,충청남도,논산시,마구평리,127.1257299,36.21603977
부적면아호리게이트볼장,전천후게이트볼장,충청남도 논산시 부적면 계백아호2길 18,,충청남도,논산시,아호리,127.1167124,36.21030519
부전2동 경로당,간이운동장,부산광역시 부산진구 신천대로 148 (부전동),,부산광역시,부산진구,부전동,129.051763,35.15520572
부전초등학교,간이운동장,부산광역시 부산진구 부전동  부전로65번길 25,,부산광역시,부산진구,,129.053112,35.154951
부전타워 체육시설,간이운동장,경상남도 밀양시 중앙로 178-5(가곡동),,경상남도,밀양시,가곡동,128.7614001,35.47225042
부제리 635-3,간이운동장,경상북도 경산시 용성면 육동로 161,053-810-5412,경상북도,경산시,부제리,128.8852199,35.7827386
부제리 게이트볼장(게이트볼),간이운동장,경북 경산시 용성면 부제리 1025-13,053-804-7543,경상북도,경산시,부제리,128.8781543,35.79332335
부제리 게이트볼장(구장 옆),간이운동장,경북 경산시 용성면 부제리 1025-13,053-804-7543,경상북도,경산시,부제리,128.8781543,35.79332335
부제리 쉼터,간이운동장,경북 경산시 용성면 부제리 211-18,053-804-7543,경상북도,경산시,부제리,128.8782478,35.79217352
부제리 회관,간이운동장,경상북도 경산시 용성면 육동로 161,053-804-7543,경상북도,경산시,부제리,128.8852398,35.78270431
부주공원,간이운동장,전라남도 목포시 옥암동  남악1로42번길 53,,전라남도,목포시,,126.451619,34.810653
부주산 인조잔디 축구장,간이운동장,전라남도 목포시 옥암동   686,,전라남도,목포시,,126.439473,34.819323
부주산공원,간이운동장,전라남도 목포시 옥암동   28,,전라남도,목포시,,126.436989,34.814931
부주산국민체육센터,체육관,전라남도 목포시 부주로 312 (옥암동),061-284-8881,전라남도,목포시,,126.438025,34.8123167
부주산국제클라이밍센터,인공암벽장업,전라남도 목포시 부주로 132-12 (옥암동),,전라남도,목포시,옥암동,126.4406206,34.81747542
부주산국제파크골프장,기타시설,,061-281-6961,전라남도,목포시,,,
부주산산악자전거경기장,기타시설,,061-270-8369,전라남도,목포시,,,
부주산족구장,기타시설,,061-284-2035,전라남도,목포시,,,
부주산축구인조잔디구장,축구장,,,전라남도,목포시,,,
부주산테니스장,테니스장,,061-284-2035,전라남도,목포시,,,
부주산파크골프장,간이운동장,전라남도 목포시 옥암동   687,,전라남도,목포시,,126.438817,34.819383
부지1리 마을쉼터,간이운동장,경북 경주시 내남면 부지리 43-5,054-779-6967,경상북도,경주시,부지리,129.1943664,35.76717025
부지1리 마을회관 앞 쉼터,간이운동장,경상북도 경주시 내남면 부지리  43,,경상북도,경주시,부지리,129.1943633,35.76714057
부지2리 마을쉼터,간이운동장,경북 경주시 내남면 부지리 334-4,054-779-6967,경상북도,경주시,부지리,129.1935527,35.76121648
부창동 게이트볼장,전천후게이트볼장,충청남도 논산시 계백로 929(부창동),,충청남도,논산시,부창동,127.0817848,36.1992116
부창동 마을공터,간이운동장,충청남도 논산시 부창동  계백로 925,,충청남도,논산시,,127.081835,36.198991
부창리게이트볼장,간이운동장,강원특별자치도 횡성군 공근면 부창리 금계로 793,,강원특별자치도,횡성군,,127.999119,37.59218
부창마을 야외운동기구,간이운동장,충북 진천군 초평면 용정리 796-3,043-539-3614,충청북도,진천군,,127.5138573,36.84592191
부창마을2 야외운동기구,간이운동장,충청북도 진천군 초평면 부창2길 6-5,,충청북도,진천군,용정리,127.517147,36.84652516
부창실내게이트볼장,전천후게이트볼장,강원특별자치도 횡성군 공근면 금계로 793,033-340-5955,강원특별자치도,횡성군,,127.9991237,37.59217136
부처샘공원 내 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 만연로 108,,전라남도,화순군,신기리,126.9908144,35.06544323
부천국민체육센터,수영장,경기도 부천시 석천로 293 (중동),,경기도,부천시,,126.7639108,37.51275697
부천배드민턴전용체육관,체육관,경기도 부천시 은성로2번길 6 (소사본동),032-340-5381,경기도,부천시,,126.7904375,37.47519391
부천배드민턴전용체육관 (운동기구),간이운동장,경기도 부천시 은성로2번길 6 (소사본동),,경기도,부천시,,126.7904375,37.47519364
부천시립 북부도서관 체육시설,간이운동장,경기도 부천시 삼작로301번길 5 (도당동),032-625-2502,경기도,부천시,,126.7941335,37.52080207
부천실내테니스장,테니스장,경기도 부천시 원미구 석천로 293 (중동),,경기도,부천시,중동,126.7627357,37.51360372
부천역 남부광장,간이운동장,경기 부천시 소사구 부천로 지하 1-1,,경기도,부천시,심곡본동,126.7825308,37.48346069
부천종합운동장,육상경기장,경기도 부천시 소사로 482 (춘의동),032-340-0871,경기도,부천시,,126.7990239,37.50256698
부천종합운동장 궁도장,국궁장,경기도 부천시 소사로 482 (춘의동),032-340-0873,경기도,부천시,,126.7985742,37.5007552
부천종합운동장 보조구장,축구장,경기도 부천시 소사로 482 (춘의동),032-655-6196,경기도,부천시,,126.7995587,37.50472129
부천종합운동장 인공암벽장,인공암벽장업,경기도 부천시 소사로 482 (춘의동),,경기도,부천시,,126.7990239,37.50256698
부천종합운동장 테니스장,테니스장,경기도 부천시 길주로 486 (춘의동),032-655-6196,경기도,부천시,,126.7965341,37.5048801
부천체육관,체육관,경기도 부천시 석천로 293 (중동),032-340-0778,경기도,부천시,,126.7631662,37.51342429
부천체육관 인라인스케이트장,롤러스케이트장,경기도 부천시 석천로 293 (중동),,경기도,부천시,,126.7639108,37.51275697
부천체육관 인조잔디구장,축구장,경기도 부천시 석천로 293 (중동),032-340-0772,경기도,부천시,,126.7617244,37.51294927
부천체육관 테니스장,테니스장,경기도 부천시 석천로 293 (중동),,경기도,부천시,,126.7639108,37.51275697
부천체육관야외씨름장,씨름장,경기도 부천시 석천로 293 (중동),032-340-0773,경기도,부천시,,126.7639869,37.51284569
부춘동게이트볼장,간이운동장,충청남도 서산시 부춘공원1로 40 (읍내동),041-660-2079,충청남도,서산시,읍내동,126.4510444,36.78641686
부춘산게이트볼장,간이운동장,충청남도 서산시 부춘공원1로 40 (읍내동),041-660-2079,충청남도,서산시,읍내동,126.4509881,36.78645715
부춘산레포츠공원 간이체육시설,간이운동장,충청남도 서산시 부춘공원1로 39 (읍내동),041-660-2079,충청남도,서산시,읍내동,126.450557,36.78682461
부트네 경로당,간이운동장,경상북도 봉화군 법전면 눌산길 513-1,054-679-6133,경상북도,봉화군,눌산리,128.9739786,36.91078333
부평1동 체력단련시설,간이운동장,인천광역시 부평구 부평문화로37번길 16 (부평동),032-509-6445,인천광역시,부평구,부평동,126.7204895,37.49474874
부평2동 쉼터 체력단련시설(금낭화 쉼터),간이운동장,인천광역시 부평구 부평동 756-368,032-509-6445,인천광역시,부평구,부평동,126.7193905,37.48351961
부평2동 쉼터(1) 체력단련시설,간이운동장,인천광역시 부평구 760-737,032-509-6445,인천광역시,부평구,부평동,126.7171546,37.48728498
부평5동 쉼터 체력단련시설,간이운동장,인천광역시 부평구 부평동 148-1,032-509-6445,인천광역시,부평구,부평동,126.7292452,37.49634769
부평구광고물 정비보관소 게이트볼장,간이운동장,인천광역시 부평구 수변로 175 (부개동),,인천광역시,부평구,부개동,126.7432851,37.50182109
부평구다목적실내체육관,체육관,인천광역시 부평구 부평대로296번길 33 (갈산동),032-509-6445,인천광역시,부평구,갈산동,126.7232284,37.51861012
부평국민체육센터,체육관,인천광역시 부평구 부평대로296번길 37 (갈산동),032-509-6445,인천광역시,부평구,갈산동,126.724043,37.5185832
부평국민체육센터수영장,수영장,인천광역시 부평구 부평대로296번길 37 (갈산동),032-509-6445,인천광역시,부평구,갈산동,126.724043,37.5185832
부평남부체육센터,체육관,인천광역시 부평구 남부체육센터로 40 (부평동),,인천광역시,부평구,부평동,126.7264531,37.48214826
부평도시숲 체력단련시설,간이운동장,인천광역시 부평구 일신동 21-5번지 외 1필지,032-509-6445,인천광역시,부평구,일신동,126.7491554,37.47992846
부평리배드민턴장,간이운동장,경기도 남양주시 진접읍 부평로48번길 95,,경기도,남양주시,부평리,127.1983872,37.73287897
부평리생활체육시설,간이운동장,경기도 남양주시 진접읍,,경기도,남양주시,,127.199632,37.748223
부평리인조잔디구장,축구장,경기도 남양주시 진접읍 부마로106번길 136-1,,경기도,남양주시,부평리,127.2034375,37.7637437
부평리인조잔디축구장,간이운동장,경기도 남양주시 진접읍,,경기도,남양주시,,127.205519,37.759592
부평마을회관,간이운동장,전라남도 해남군 송지면 부평길 26,,전라남도,해남군,가차리,126.5153372,34.407555
부평여고 후문 쉼터 체력단련시설,간이운동장,인천광역시 부평구 부평동 878-2번지,032-509-6445,인천광역시,부평구,부평동,126.7203204,37.50095625
"부평회관 앞, 안동네회관 옆",간이운동장,,043-730-4883,충청북도,옥천군,,,
부포리경로당,간이운동장,경상북도 안동시 예안면 호소골길 41,,경상북도,안동시,부포리,128.8680693,36.70529006
부풍마을 운동기구,간이운동장,전라북도 부안군 부안읍 동중3길 6-6,063-580-4691,전북특별자치도,부안군,동중리,126.7346148,35.72945863
"부항로 1375  대야1리(회관 내,외)",간이운동장,,054-420-7928,경상북도,김천시,,,
부항리 348-1(이전마을회관),간이운동장,경상북도 김천시 증산면 부항3길 27,,경상북도,김천시,부항리,128.0169977,35.92890656
부항리 부항마을,간이운동장,경상북도 김천시 증산면 증산1로 342,054-420-8109,경상북도,김천시,부항리,128.0194404,35.92311771
부항마을,간이운동장,,054-420-7928,경상북도,김천시,,,
부호1리 회관,간이운동장,경상북도 경산시 하양읍 가마실길2길 9,053-804-7364,경상북도,경산시,부호리,128.8033602,35.9018735
부호리 쉼터,간이운동장,경상북도 경산시 하양읍 가마실길2길 32,053-804-7364,경상북도,경산시,부호리,128.8031329,35.90431576
부흥공원,간이운동장,인천광역시 부평구 부평동  부평문화로129번길 18,032-509-6973,인천광역시,부평구,,126.7315297,37.49503743
부흥마을 산책로 체육시설,간이운동장,강원특별자치도 강릉시 율곡로2687번길 2 (노암동),,강원특별자치도,강릉시,,128.9089596,37.74763923
부흥마을모정,간이운동장,전라남도 장성군 장성읍 부흥리  42,,전라남도,장성군,부흥리,126.7991938,35.33244881
부흥산공원,간이운동장,전라남도 목포시 옥암동  녹색로 287,,전라남도,목포시,,126.438908,34.803975
부흥전천후게이트볼장,전천후게이트볼장,충청북도 괴산군 청안면 질마로 1440,043-830-3403,충청북도,괴산군,부흥리,127.7280421,36.70851315
북1리 회관,간이운동장,경상북도 경산시 진량읍 북리길 8,053-804-7425,경상북도,경산시,북리,128.8198166,35.89111098
북2리 회관 근처(무창지),간이운동장,경북 경산시 진량읍 북리 648,053-804-7425,경상북도,경산시,북리,128.8300863,35.88632527
북경주체육문화센터,기타시설,경상북도 경주시 안강읍 구부랑두림길 59-14,,경상북도,경주시,산대리,129.1915711,36.00356393
북구 구민운동장(야외운동기구),간이운동장,대구광역시 북구 구암로 391 (국우동),,대구광역시,북구,국우동,128.5739154,35.94492034
북구건강복지타운(우산수영장),간이운동장,광주광역시 북구 우산동  중문로 58,,광주광역시,북구,,126.920264,35.177734
북구건강복지타운(우산수영징),수영장,광주광역시 북구 중문로 지하 62 (우산동),062-410-6140,광주광역시,북구,우산동,126.9209487,35.17782462
북구구민운동장,간이운동장,대구광역시 북구 국우동,,대구광역시,북구,,128.573825,35.944274
북구국민체육센터,체육관,울산광역시 북구 호계로 416-31 (신천동),052-241-7370,울산광역시,북구,신천동,129.3470125,35.64276619
북구국민체육센터,체육관,부산광역시 북구 화명대로94번길 83 (화명동),,부산광역시,북구,화명동,129.0174848,35.23091636
북구국민체육센터,체육관,,062-530-2581,광주광역시,북구,,,
북구국민체육센터,간이운동장,광주광역시 북구 용봉동  우치로 91,,광주광역시,북구,,126.912287,35.175403
북구국민체육센터수영장,수영장,울산광역시 북구 호계로 416-31 (신천동),052-241-7370,울산광역시,북구,신천동,129.3470125,35.64276619
북구국민체육센터수영장,수영장,부산광역시 북구 화명대로94번길 83 (화명동),,부산광역시,북구,화명동,129.0174848,35.23091636
북구도서관 서편화단(야외운동기구),간이운동장,대구광역시 북구 옥산로 75 (침산동),,대구광역시,북구,침산동,128.5838427,35.88512411
북구문화빙상센터-부산실내빙상장,빙상장,부산광역시 북구 금곡대로46번길 50 (덕천동),051-309-4682,부산광역시,북구,덕천동,129.0057508,35.21343781
북구반다비체육센터,체육관,광주광역시 북구 필문대로 55 (풍향동),,광주광역시,북구,풍향동,126.9257301,35.16470695
북구종합운동장야구장,간이운동장,연제동 730,062-410-6141,광주광역시,북구,,126.8558662,35.20012186
북구종합운동장족구장,기타시설,광주광역시 북구 연제동   730,,광주광역시,북구,,126.8572721,35.19741586
북구종합운동장축구장,간이운동장,북구 연제동 730,062-410-6141,광주광역시,북구,,126.8558662,35.20012186
북구종합체육관,체육관,광주광역시 북구 첨단연신로29번길 15 (연제동),,광주광역시,북구,연제동,126.8617493,35.20039074
북구첨단론볼장,간이운동장,광주광역시 북구 오룡동  임방울대로 877,,광주광역시,북구,,126.854625,35.218569
북구첨단론볼장,기타시설,광주광역시 북구 임방울대로 877 (오룡동),,광주광역시,북구,오룡동,126.8544983,35.21837439
북구청내 체육시설,간이운동장,경상북도 포항시 북구 중앙로 325 (덕산동),054-270-2804,경상북도,포항시,덕산동,129.3656097,36.04145775
북구청소년회관실내수영장,수영장,대구광역시 북구 검단로 71-17 (산격동),,대구광역시,북구,산격동,128.6160517,35.90577868
북구탁구연합회관,간이운동장,대구광역시 북구 검단동,,대구광역시,북구,,128.6167,35.912269
북구태봉생활체육관,체육관,광주광역시 북구 서암대로132번길 11-10 (신안동),062-576-7330,광주광역시,북구,신안동,126.8990823,35.16913732
북군경로당,간이운동장,경상북도 경주시 북군2길 12-3 (북군동),054-779-6967,경상북도,경주시,북군동,129.2626296,35.85244973
북군저수지앞,간이운동장,경상북도 경주시 북군길 183-3(북군동),,경상북도,경주시,북군동,129.2560764,35.86424032
북내실내복합체육관,체육관,경기도 여주시 북내면 여양2로 361,,경기도,여주시,당우리,127.6768181,37.33419706
북내전천후게이트볼장,전천후게이트볼장,경기도 여주시 북내면 금당로 260-3,,경기도,여주시,당우리,127.6775344,37.33655128
북내체육공원,육상경기장,경기도 여주시 북내면 금당로 260-3,,경기도,여주시,당우리,127.6771402,37.33726083
북내체육공원축구장,축구장,북내면 당우리 317-5 (금당로 260-3),,경기도,여주시,,127.6771159,37.33770157
북도국민체육센터,체육관,인천광역시 옹진군 북도면 시도로 72,,인천광역시,옹진군,시도리,126.4302477,37.53245745
북도면종합운동장,축구장,인천광역시 옹진군 북도면 시도로86번길 51,032-899-2262,인천광역시,옹진군,시도리,126.4295931,37.53491732
북도면체육시설테니스장,테니스장,인천광역시 옹진군 북도면 시도로86번길 78,032-899-2262,인천광역시,옹진군,시도리,126.4316112,37.53555774
북동리 515-1 체육시설,간이운동장,강원특별자치도 강릉시 옥계면 북동리  515,,강원특별자치도,강릉시,,128.9613169,37.61051205
북동리 마을회관 체육시설,간이운동장,강원특별자치도 강릉시 옥계면 북동용소길 12,,강원특별자치도,강릉시,,128.9802922,37.62076111
북두칠성공원,간이운동장,인천광역시 서구 청라한내로161번길 3-8 (경서동),032-560-4804,인천광역시,서구,경서동,126.6277304,37.53953557
북리(만경고),간이운동장,전라북도 김제시 만경읍 만경2길 58,,전북특별자치도,김제시,만경리,126.8194404,35.85146308
북리(만경고),간이운동장,전라북도 김제시 만경읍 두내산로 1,063-540-4571,전북특별자치도,김제시,만경리,126.8191652,35.84980797
북면 게이트볼장,전천후게이트볼장,충청남도 천안시 동남구 북면 위례성로 724-2,,충청남도,천안시,오곡리,127.2728184,36.82745274
북면 대평리 496-7(야외운동기구),간이운동장,충청남도 천안시 동남구 북면 대평1길 108,,충청남도,천안시,대평리,127.2815438,36.86804302
북면 배드민턴장,간이운동장,경상북도 울릉군 북면 천부길 83-3,054-790-6372,경상북도,울릉군,천부리,130.8719206,37.5378188
북면 사회인야구장(1),야구장,경상남도 창원시 의창구 북면 거산길 513-27,,경상남도,창원시,외산리,128.6105813,35.38349238
북면 용암리 341(야외운동기구),간이운동장,충청남도 천안시 동남구 북면 용암리  341,,충청남도,천안시,용암리,127.2590309,36.78683383
북면 은지4길 11-2(야외운동기구),간이운동장,충청남도 천안시 동남구 북면 은지4길 11-2,,충청남도,천안시,은지리,127.2626073,36.78216741
북면 전천후 게이트볼장,전천후게이트볼장,강원특별자치도 영월군 북면 미재골길 13,,강원특별자치도,영월군,마차리,128.4567416,37.25351298
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.892242,35.613836
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.910687,35.583
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.900488,35.621964
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.89024,35.613724
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.91325,35.618257
북면 체력단련시설,간이운동장,전라북도 정읍시 북면,,전북특별자치도,정읍시,,126.922227,35.605856
북면골프연습장,골프연습장,경상남도 창원시 의창구 북면 신촌본포로333번길 42,,경상남도,창원시,월계리,128.6348636,35.35609754
북면공설운동장 그라운드골프장,기타체육시설(체력단련장),경상남도 창원시 의창구 북면 신촌본포로63번길 20-37,,경상남도,창원시,마산리,128.6179505,35.34619008
북면공설운동장 배구장,기타체육시설(체력단련장),경상남도 창원시 의창구 북면 신촌본포로63번길 20-37,,경상남도,창원시,마산리,128.6179505,35.34619008
북면공설운동장 족구장,기타체육시설(체력단련장),경상남도 창원시 의창구 북면 신촌본포로63번길 20-37,,경상남도,창원시,마산리,128.6179505,35.34619008
북면공설운동장 축구장,축구장,경상남도 창원시 의창구 북면 정렬대로 1115,055-212-4063,경상남도,창원시,마산리,128.6185392,35.34675095
북면공설운동장 풋살장,기타체육시설(체력단련장),경상남도 창원시 의창구 북면 신촌본포로63번길 20-37,,경상남도,창원시,마산리,128.6179505,35.34619008
북면공설운동장테니스장,테니스장,경상남도 창원시 의창구 북면 정렬대로 1115,055-212-4063,경상남도,창원시,마산리,128.6185392,35.34675095
북면구장,전천후게이트볼장,전라남도 화순군 백아면 백아로 1227,,전라남도,화순군,,127.1342673,35.16851862
북면구장(게이트볼장),간이운동장,전라남도 화순군 백아면 이천리  99,,전라남도,화순군,,127.122204,35.167811
북면배드민턴장,기타시설,경상북도 울릉군 북면 천부길 83-3,,경상북도,울릉군,천부리,130.8718633,37.5378459
북면전천후게이트볼장,전천후게이트볼장,전라북도 정읍시 북면 원한교3길 16,063-539-5504,전북특별자치도,정읍시,한교리,126.886859,35.60376719
북문 LH천년나무아파트 동네체육시설,간이운동장,경북 상주시 무양동 308,,경상북도,상주시,무양동,128.1539812,36.42330898
북문 입구,간이운동장,인천광역시 강화군 강화읍 송악길42번길 19,032-930-3227,인천광역시,강화군,관청리,126.4810384,37.75347876
북문동 남적13통 동네체육시설,간이운동장,경상북도 상주시 남적2길 54-3 (남적동),,경상북도,상주시,남적동,128.1503228,36.4652253
북문동 남적14통 동네체육시설,간이운동장,경상북도 상주시 남적1길 15-6 (남적동),,경상북도,상주시,남적동,128.1582421,36.46602098
북문동 남적14통 세천교 인근 동네체육시설,간이운동장,경상북도 상주시 남적로 6-12 (남적동),,경상북도,상주시,남적동,128.1676321,36.46608951
북문동 만산 자산길 동네체육시설,간이운동장,경상북도 상주시 자산길 26 (만산동),,경상북도,상주시,만산동,128.147904,36.42306731
북문동 만산10통 동네체육시설,간이운동장,경상북도 상주시 만산7길 23 (만산동),,경상북도,상주시,만산동,128.1538044,36.44131855
북문동 만산11통 동네체육시설,간이운동장,경상북도 상주시 만산4길 22-5 (만산동),,경상북도,상주시,만산동,128.1516771,36.43439674
북문동 만산12통 법원 뒤 동네체육시설,간이운동장,경상북도 상주시 만산동   653,,경상북도,상주시,만산동,128.1532121,36.42807944
북문동 만산12통 법원 앞 동네체육시설,간이운동장,경상북도 상주시 만산동   744,,경상북도,상주시,만산동,128.1536715,36.42697483
"북문동 무양 3,4통 동네체육시설",간이운동장,경상북도 상주시 무양동   221,,경상북도,상주시,무양동,128.1575643,36.42037405
"북문동 무양 3,4통 동네체육시설",간이운동장,경북 상주시 무양동 264-22,,경상북도,상주시,무양동,128.1566261,36.4201904
"북문동 무양1,2,17통 회관 옆 동네체육시설",간이운동장,경상북도 상주시 무양안길 28 (무양동),,경상북도,상주시,무양동,128.1526903,36.42015403
북문동 무양15통 동네체육시설,간이운동장,"경상북도 상주시 동수3길 114(무양동, 동보빌라)",,경상북도,상주시,무양동,128.1570597,36.42238122
북문동 무양18통 진주1차맨션 동네체육시설,간이운동장,"경상북도 상주시 봉양1길 101 (무양동, 진주맨션)",,경상북도,상주시,무양동,128.1560365,36.42395277
"북문동 무양3,4통 마을회관 앞 동네체육시설",간이운동장,경상북도 상주시 봉양1길 11 (무양동),,경상북도,상주시,무양동,128.1563128,36.42030932
북문동 무양게이트볼장,간이운동장,경상북도 상주시 삼백로 65 (무양동),,경상북도,상주시,무양동,128.1506022,36.418581
북문동 무양게이트볼장(무양제2어린이공원),간이운동장,경상북도 상주시 경상대로 3047-3 (무양동),,경상북도,상주시,무양동,128.1507508,36.41898326
북문동 무양게이트볼장(상주시의회 청사 인근),간이운동장,경상북도 상주시 경상대로 3023 (무양동),,경상북도,상주시,무양동,128.1508541,36.41691331
북문동 부원7통 동네체육시설,간이운동장,경북 상주시 부원동 113-1,,경상북도,상주시,부원동,128.1634706,36.45845198
북문동 부원7통 초림이입구 동네체육시설,간이운동장,경상북도 상주시 북상주로 335 (부원동),,경상북도,상주시,부원동,128.1631827,36.45833341
북문동 부원8통 가현쌈밥 옆 동네체육시설,간이운동장,경북 상주시 부원동 367-4,,경상북도,상주시,부원동,128.1589522,36.44652181
북문동 부원8통 회관 앞 동네체육시설,간이운동장,경상북도 상주시 부원3길 31-4 (부원동),,경상북도,상주시,부원동,128.1552201,36.45032049
북문동 부원게이트볼장,간이운동장,경상북도 상주시 부원1길 18-9 (부원동),,경상북도,상주시,부원동,128.1572997,36.44915052
북문동 부원동 게이트볼장,간이운동장,경상북도 상주시 부원1길 18-2 (부원동),,경상북도,상주시,부원동,128.1576082,36.44919799
북문동 북천변 동네체육시설,간이운동장,경상북도 상주시 동수4길 3 (무양동),,경상북도,상주시,무양동,128.151451,36.42321176
북문동 북천변 동네체육시설,간이운동장,경상북도 상주시 동수로 220 (무양동),,경상북도,상주시,무양동,128.1556376,36.4256546
북문동 세천게이트볼장,간이운동장,경상북도 상주시 사벌국면 원흥리  1704,,경상북도,상주시,,128.1722117,36.46650895
북문동 원흥리 게이트볼장,간이운동장,경상북도 상주시 사벌면 상풍로 50,,경상북도,상주시,원흥리,128.1735929,36.46659549
북문동 자산길 동네체육시설,간이운동장,경북 상주시 만산동 720-3,,경상북도,상주시,만산동,128.147279,36.42292815
북문동 죽전9통 동네체육시설,간이운동장,경상북도 상주시 죽전길 32-1 (죽전동),,경상북도,상주시,죽전동,128.1620364,36.444264
북문동 초산5통 동네체육시설,간이운동장,경상북도 상주시 초산1길 89 (초산동),,경상북도,상주시,초산동,128.1711181,36.46492428
북문동 초산6통 동네체육시설,간이운동장,경상북도 상주시 발산로 190 (초산동),,경상북도,상주시,초산동,128.1785474,36.45251821
북문동 초산동 게이트볼장,간이운동장,경상북도 상주시 초산1길 87 (초산동),,경상북도,상주시,초산동,128.1713542,36.46491619
북문동 초산동게이트볼장,간이운동장,경상북도 상주시 발산로 189 (초산동),,경상북도,상주시,초산동,128.1786333,36.45288502
북방 실내게이트볼장(상화계리),전천후게이트볼장,강원특별자치도 홍천군 북방면 상화계6길 28-20,033-430-4493,강원특별자치도,홍천군,,127.8510715,37.71020828
북방공설운동장,축구장,강원특별자치도 홍천군 북방면 상화계리 두개비산로 313,033-430-4493,강원특별자치도,홍천군,상화계리,127.8546547,37.70306604
북방면 체육공원,간이운동장,강원특별자치도 홍천군 북방면 상화계리 두개비산로 313,,강원특별자치도,홍천군,,127.855262,37.703386
북부경로당 동네체육시설,간이운동장,,043-201-5032,충청북도,청주시,,,
