종목명,부종목명,시도명,시군구명,프로그램명,장애유형명,운영시간,프로그램소개내용,모집시작일,모집종료일,운영시작일,운영종료일
기타,기타,충청남도,충청남도 홍성군,(군비) 홍성군 감각지각교실,기타장애,매주 금 16:00~16:50,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(감각지각활동),2023-01-01,2023-12-31,2023-02-03,2023-12-29
기타,특수체육,충청남도,충청남도 홍성군,(군비) 대정초등학교,기타장애,매주 화 10:10~10:50,2023년 홍성군 찾아가는 생활체육교실 운영(대정초등학교),2023-01-01,2023-12-31,2023-04-04,2023-12-26
기타,특수체육,충청남도,충청남도 홍성군,(군비) 홍성군 특수체육 도움반,기타장애,매주 수 17시,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(특수체육),2023-01-01,2023-12-31,2023-02-01,2023-12-27
기타,기타,충청남도,충청남도 홍성군,(군비) 홍성군 닌텐도 체육교실,기타장애,매주 수 17시,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(닌텐도),2023-01-01,2023-12-31,2023-02-01,2023-12-27
기타,기타,충청남도,충청남도 홍성군,(군비) 홍성군 발달장애인 주간활동센터,기타장애,매주 월 13:30~14:30,2023년 홍성군 찾아가는 생활체육교실 운영(발달장애인 주간활동센터),2023-01-01,2023-12-31,2023-03-06,2023-12-18
기타,특수체육,충청남도,충청남도 홍성군,(군비) 내포유치원,기타장애,매주 월 15시,2023년 홍성군 찾아가는 생활체육교실 운영(내포유치원),2023-01-01,2023-12-31,2023-04-03,2023-12-18
기타,기타,충청남도,충청남도 홍성군,(군비) 홍성군 닌텐도 체육교실,기타장애,매주 화 16:30~17:30,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(닌텐도 체육교실 중증반),2023-01-01,2023-12-31,2023-03-07,2023-12-26
기타,특수체육,충청남도,충청남도 홍성군,(군비) 금마초등학교,기타장애,매주 금 10시,2023년 홍성군 찾아가는 생활체육교실 운영(금마초등학교),2023-01-01,2023-12-31,2023-04-07,2023-12-29
기타,음악줄넘기,충청남도,충청남도 홍성군,(군비) 홍성군 줄넘기교실,기타장애,매주 금 16시,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(줄넘기),2023-01-01,2023-12-31,2023-02-03,2023-12-29
기타,특수체육,충청남도,충청남도 홍성군,(군비) 한울초등학교,기타장애,매주 월 10:40,2023년 홍성군 찾아가는 생활체육교실 운영(한울초등학교),2023-01-01,2023-12-31,2023-04-03,2023-12-18
기타,특수체육,충청남도,충청남도 홍성군,"(군비) 홍성, 배양초등학교",기타장애,매주 화 15시,"2023년 홍성군 찾아가는 생활체육교실 운영(홍성, 배양초등학교)",2023-01-01,2023-12-31,2023-04-04,2023-12-27
기타,특수체육,충청남도,충청남도 홍성군,(군비) 홍성여자중학교,기타장애,매주 수 10시,2023년 홍성군 찾아가는 생활체육교실 운영(홍성여자중학교),2023-01-01,2023-12-31,2023-04-05,2023-12-27
기타,특수체육,충청남도,충청남도 홍성군,(군비) 내포초등학교,발달(지적/자폐)장애,매주 수 14시,2023년 홍성군 찾아가는 생활체육교실 운영(내포초등학교),2023-01-01,2023-12-31,2023-04-05,2023-12-27
기타,특수체육,충청남도,충청남도 홍성군,(군비) 홍동중학교,기타장애,매주 금 11시,2023년 홍성군 찾아가는 생활체육교실 운영(홍동중학교),2023-01-01,2023-12-31,2023-04-07,2023-12-29
기타,뉴스포츠,충청남도,충청남도 홍성군,(군비) 홍성군 복지관 주간보호팀,기타장애,매주 금 14시,2023년 홍성군 찾아가는 생활체육교실 운영(복지관 주간보호팀),2023-01-01,2023-12-31,2023-02-03,2023-12-29
기타,특수체육,충청남도,충청남도 홍성군,(군비) 홍북초등학교,기타장애,매주 화 10시,2023년 홍성군 찾아가는 생활체육교실 운영(홍북초등학교),2023-01-01,2023-12-31,2023-04-04,2023-12-28
기타,뉴스포츠,충청남도,충청남도 홍성군,(군비) 홍성고등학교,기타장애,매주 목 9:40~11:30,2023년 홍성군 찾아가는 생활체육교실 운영(홍성고등학교),2023-01-01,2023-12-31,2023-04-07,2023-12-28
기타,특수체육,충청남도,충청남도 홍성군,(군비) 광천초등학교,기타장애,매주 금 9:40~10:20,2023년 홍성군 찾아가는 생활체육교실 운영(광천초등학교),2023-01-01,2023-12-31,2023-03-03,2023-12-29
기타,뉴스포츠,경기도,경기도 하남시,하남시 정혜조 지도자 뉴스포츠 교실 7명,발달(지적/자폐)장애,10:00 - 11:30,,2023-03-02,2023-04-01,2023-03-02,2023-12-18
기타,뉴스포츠,충청남도,충청남도 홍성군,(군비) 홍성군 한누리팀,기타장애,매주 월 10시,2023년 홍성군 찾아가는 생활체육교실 운영(한누리 보호시설),2023-01-01,2023-12-31,2023-02-06,2023-12-18
기타,기타,충청남도,충청남도 홍성군,군비) 홍성군 감각지각교실,기타장애,매주 목 16시,2023년 홍성군장애인스포츠센터 특성화프로그램 운영(감각지각교실),2023-01-01,2023-12-31,2023-02-02,2023-12-28
기타,,경기도,경기도 하남시,하남시 정혜조 지도자 뉴스포츠 교실 11명,발달(지적/자폐)장애,14:30 - 16:00,,2023-03-01,2023-04-01,2023-03-01,2023-12-27
기타,,경기도,경기도 하남시,하남시 정혜조 지도자 뉴스포츠 교실 7명,발달(지적/자폐)장애,14:00 - 15:30,,2023-03-01,2023-04-01,2023-03-02,2023-12-26
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 동부중학교 뉴스포츠 교실 9명,발달(지적/자폐)장애,매주 화 13:30 - 15:10,,2023-03-02,2023-04-01,2023-03-02,2023-12-26
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 하남경영고등학교 뉴스포츠 교실 8명,발달(지적/자폐)장애,매주 목 13:50 - 14:40,,2023-03-02,2023-04-01,2023-03-02,2023-12-28
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 직업적응훈련센터 뉴스포츠 교실 13명,발달(지적/자폐)장애,매주 월 14:00 - 15:30,,2023-03-02,2023-04-01,2023-03-02,2023-12-18
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 윤슬중학교 뉴스포츠 교실 5명,발달(지적/자폐)장애,매주 월 10:00 - 11:30,,2023-03-02,2023-04-01,2023-03-02,2023-12-27
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 하남직업재활센터 뉴스포츠 교실 39명,발달(지적/자폐)장애,매주 목 15:00 - 16:00,,2023-03-02,2023-04-01,2023-03-02,2023-12-28
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 하남장애인주간보호시설 뉴스포츠 교실 24명,발달(지적/자폐)장애,매주 수 10:00 - 11:30,,2023-03-02,2023-04-01,2023-03-02,2023-12-29
기타,스트레칭,경기도,경기도 하남시,하남시 김기현 지도자 프란치스코의 집 스트레칭 교실 8명,발달(지적/자폐)장애,매주 목 10:00 - 11:00,,2023-03-02,2023-04-01,2023-03-02,2023-12-29
기타,뉴스포츠,경기도,경기도 하남시,하남시 김기현 지도자 하늘아래주간보호시설 뉴스포츠 교실 6명,발달(지적/자폐)장애,매주 금 10:00 - 11:30,,2023-03-02,2023-04-01,2023-03-02,2023-12-28
기타,특수체육,경기도,경기도 과천시,과천시 이희선 지도자 특수체육 교실 4명,발달(지적/자폐)장애,매주 월 10시 ~ 12시,,2023-03-02,2023-03-10,2023-03-13,2023-11-27
기타,특수체육,경기도,경기도 과천시,과천시 이희선 지도자 특수체육 교실 5명,발달(지적/자폐)장애,매주 금 10시 ~ 12시,,2023-03-02,2023-03-31,2023-04-14,2023-11-24
기타,생활체조,경기도,경기도 과천시,과천시 이희선 지도자 특수체육 교실 9명,발달(지적/자폐)장애,매월 넷째주 목 10시 ~ 11시,,2023-01-02,2023-01-31,2023-02-23,2023-11-30
기타,기타,경기도,경기도 과천시,과천시 이희선 지도자 e스포츠 교실 3명,발달(지적/자폐)장애,"매주 목,금 17시 ~ 18시 30분",,2023-01-02,2023-01-31,2023-02-06,2023-11-24
기타,특수체육,경기도,경기도 과천시,과천시 이희선 지도자 특수체육 교실 15명,발달(지적/자폐)장애,매주 수 10시 ~ 11시,,2023-03-02,2023-03-31,2023-04-05,2023-11-29
기타,,충청남도,충청남도 서천군,(기금) 여성장애인 발랄댄스 생활체육교실,지체(척수 및 절단 및 기타)장애,토 11:30 ~ 12:10,,2023-01-01,2023-12-31,2023-03-04,2023-10-28
기타,,충청남도,충청남도 서천군,(군비) 서천군 장애인 드론축구 교실,지체(척수 및 절단 및 기타)장애,금 9:30 ~ 10:40,,2023-01-01,2023-12-31,2023-03-10,2023-11-17
기타,에어로빅,대전광역시,대전광역시 대덕구,2023 방송댄스 생활체육교실,발달(지적/자폐)장애,수 16:00 ~ 17:00,,2023-04-12,2023-11-30,2023-04-12,2023-11-30
기타,뉴스포츠,경기도,경기도 양주시,양주시 조영운 지도자 뉴스포츠 교실 7명,발달(지적/자폐)장애,매주 화 09:00 ~ 09:40,주원초등학교 특수학급 뉴스포츠특수체육 교실,2023-02-01,2023-02-20,2023-03-14,2023-12-12
기타,뉴스포츠,경기도,경기도 양주시,양주시 조영운 지도자 뉴스포츠 교실 12명,기타장애,매주 수 13:30 ~ 14:30,서울정신요양원(기관) 뉴스포츠교실,2023-01-01,2023-01-27,2023-02-01,2023-12-13
기타,뉴스포츠,경기도,경기도 양주시,양주시 조영운 지도자 뉴스포츠 교실 20명,기타장애,매주 월 15:30 ~ 16:30,요셉의집 뉴스포츠교실,2023-01-01,2023-01-27,2023-02-06,2023-12-11
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 9명,발달(지적/자폐)장애,월 14:00 ~ 14:45,,2022-12-01,2022-12-31,2023-01-30,2023-11-20
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 9명,발달(지적/자폐)장애,월 14:45 ~ 15:30,,2022-12-01,2022-12-31,2023-01-30,2023-11-20
기타,뉴스포츠,경기도,경기도 고양시,고양시 이승원 지도자 뉴스포츠 교실 5명,발달(지적/자폐)장애,화 11:00 ~ 12:00,,2022-12-01,2022-12-31,2023-03-20,2023-12-19
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 7명,발달(지적/자폐)장애,화 13:30 ~ 14:15,,2022-12-01,2022-12-31,2023-01-10,2023-12-19
기타,뉴스포츠,경기도,경기도 고양시,고양시 이승원 지도자뉴스포츠 교실 7명,발달(지적/자폐)장애,화 14:15 ~ 15:00,,2022-12-01,2022-12-31,2023-01-10,2023-12-19
기타,뉴스포츠,경기도,경기도 고양시,고양시오명실지도자 가좌고등학교 뉴스포츠교실4명,발달(지적/자폐)장애,월요일10:00~11:00,,2022-12-01,2022-12-31,2023-03-15,2023-12-18
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 7명,발달(지적/자폐)장애,수 10:00 ~ 11:00,,2022-12-01,2022-12-31,2023-03-29,2023-12-20
기타,뉴스포츠,경기도,경기도 고양시,고양시 이승원 지도자 뉴스포츠 교실 8명,발달(지적/자폐)장애,수 11:00 ~ 12:00,,2022-12-01,2022-12-31,2023-03-29,2023-12-20
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 10명,발달(지적/자폐)장애,수 14:00 ~ 15:00,,2022-12-01,2022-12-31,2023-01-11,2023-12-21
기타,뉴스포츠,경기도,경기도 고양시,고양시최형구지도자 안곡중학교 뉴스포츠교실6명,발달(지적/자폐)장애,월요일13:45~14:35,,2022-12-01,2022-12-31,2023-03-06,2023-12-18
기타,뉴스포츠,경기도,경기도 고양시,고양시최형구지도자 안곡중학교 뉴스포츠교실6명,발달(지적/자폐)장애,월요일14:35~15:25,,2022-12-01,2022-12-31,2023-03-06,2023-12-18
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 5명,발달(지적/자폐)장애,목 10:00 ~ 11:00,,2022-12-01,2022-12-31,2023-03-13,2023-12-22
기타,요가,서울특별시,서울특별시 노원구,(지방비) 노원구 시각장애인 요가교실,시각장애,"화,목 11:00~12:00",,2023-05-01,2023-09-05,2023-05-01,2023-09-05
기타,뉴스포츠,경기도,경기도 고양시,고양시 이승원 지도자 뉴스포츠 교실 6명,발달(지적/자폐)장애,목 11:00 ~ 12:00,,2022-12-01,2022-12-31,2023-03-13,2023-12-22
기타,기타,서울특별시,서울특별시 노원구,(지방비) 노원구 시각장애인 터링교실,시각장애,목 13:00~14:00,,2023-05-01,2023-10-31,2023-05-01,2023-10-31
기타,기타,경기도,경기도 고양시,고양시오명실지도자 행신고등학교 체력증진교실6명,발달(지적/자폐)장애,화요일10:00~11:00,,2022-12-01,2022-12-31,2023-04-03,2023-12-19
기타,뉴스포츠,경기도,경기도 고양시,고양시오명실지도자 행신고등학교 뉴스포츠교실6명,발달(지적/자폐)장애,화요일11:00~12:00,,2022-12-01,2022-12-31,2023-04-03,2023-12-19
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 9명,발달(지적/자폐)장애,목 14:00 ~ 15:00,"A조, B조로 나누어 격주로 1시간씩 수업 진행",2022-12-01,2022-12-31,2023-03-02,2023-10-27
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 9명,발달(지적/자폐)장애,금 10:30 ~ 11:30,,2022-12-01,2022-12-31,2023-01-13,2023-12-22
기타,뉴스포츠,경기도,경기도 고양시,고양시목현수지도자 덕양행신 뉴스포츠교실10명,발달(지적/자폐)장애,화요일14:00~15:00,,2022-12-01,2022-12-31,2023-01-17,2023-06-27
기타,특수체육,경기도,경기도 고양시,고양시 이승원 지도자 특수체육 교실 7명,발달(지적/자폐)장애,금 13:30 ~ 14:15,,2022-12-01,2022-12-31,2023-01-13,2023-12-19
기타,뉴스포츠,경기도,경기도 고양시,고양시목현수지도자 아람센터 뉴스포츠교실11명,발달(지적/자폐)장애,수요일14:00~15:00,,2022-12-01,2022-12-31,2023-02-01,2023-11-29
기타,뉴스포츠,경기도,경기도 고양시,고양시 이승원 지도자 뉴스포츠 교실 7명,발달(지적/자폐)장애,금 14:15 ~ 15:00,,2022-12-01,2022-12-31,2023-01-13,2023-12-19
기타,스트레칭,경기도,경기도 고양시,고양시오명실지도자 덕양행신 뇌병변스트레칭교실6명,뇌병변장애,목요일10:30~11:30,,2022-12-01,2022-12-31,2023-01-09,2023-06-30
기타,스트레칭,경기도,경기도 고양시,고양시오명실지도자 서정고등학교 스트레칭교실7명,발달(지적/자폐)장애,목요일14:00~15:00,,2022-12-01,2022-12-31,2023-04-03,2023-12-18
기타,뉴스포츠,경기도,경기도 고양시,고양시오명실지도자 서정고등학교 뉴스포츠교실7명,발달(지적/자폐)장애,목요일15:00~16:00,,2022-12-01,2022-12-31,2023-04-03,2023-12-18
기타,스트레칭,경기도,경기도 고양시,고양시오명실지도자 장성중학교 스트레칭교실6명,발달(지적/자폐)장애,금요일10:05~11:00,,2022-12-01,2022-12-31,2023-03-17,2023-12-22
기타,뉴스포츠,경기도,경기도 고양시,고양시오명실지도자 장성중학교 뉴스포츠교실6명,발달(지적/자폐)장애,금요일11:00~11:45,,2022-12-01,2022-12-31,2023-03-17,2023-12-22
기타,뉴스포츠,경기도,경기도 고양시,고양시박나예지도자 일산동구보건소 뇌병변뉴스포츠교실11명,뇌병변장애,금요일14:00~15:00,,2022-12-01,2022-12-31,2023-03-03,2023-11-24
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실10명,발달(지적/자폐)장애,10:00~11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,충청남도,충청남도 당진시,(기금) 당진시 여성장애인 요가교실,발달(지적/자폐)장애,금 16:30~17:30,,2023-01-01,2023-12-31,2023-03-17,2023-10-27
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실6명,기타장애,10:00~11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실6명,기타장애,11:00~12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실11명,기타장애,15:00~16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 양주시,양주시 전희영지도자 특수체육교실 5명,발달(지적/자폐)장애,매주 월 14:00~14:40,덕현초등학교 특수학급 - 특수체육뉴스포츠교실,2023-02-01,2023-02-20,2023-03-20,2023-12-11
기타,유아체육,경기도,경기도 양주시,양주시 전희영지도자 유아체육교실 6명,기타장애,매주 월 16:00~17:00,곰두리어린이집 유아특수체육 교실(방과후반),2023-01-01,2023-01-27,2023-03-06,2023-12-11
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실10명,기타장애,10:00~11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실5명,기타장애,14:00~15:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 양주시,양주시 전희영지도자 뉴스포츠교실 7명,발달(지적/자폐)장애,매주 수 09:30~10:30,보아스사랑의집(기관) 뉴스포츠교실,2023-01-01,2023-01-27,2023-03-08,2023-12-13
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실4명,기타장애,15:00~16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 양주시,양주시 전희영지도자 특수체육교실 5명,발달(지적/자폐)장애,매주 목 09:00~09:50,광사초등학교 특수학급 - 특수체육뉴스포츠교실,2023-02-01,2023-02-20,2023-03-23,2023-12-14
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실8명,기타장애,14:00~15:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 양주시,양주시 전희영지도자 뉴스포츠교실 20명,발달(지적/자폐)장애,매주 수 14:00~15:00,행복한복지원(기관) 뉴스포츠특수체육 교실,2023-01-01,2023-01-27,2023-02-15,2023-12-13
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실8명,기타장애,15:00~16:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 양주시,양주시 전희영지도자 특수체육교실 5명,기타장애,매주 목 10:50~11:30,칠봉초등학교 특수학급 - 특수체육뉴스포츠 교실,2023-02-01,2023-02-20,2023-04-06,2023-12-14
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 e스포츠 교실 3명,발달(지적/자폐)장애,매주 월 16:00~17:00,e-sports교실 선수반 교실,2023-02-13,2023-02-20,2023-03-06,2023-12-11
기타,뉴스포츠,경기도,경기도 양주시,양주시 전희영지도자 뉴스포츠교실 20명,발달(지적/자폐)장애,매주 목 14:30~15:30,나루터공동체(기관) 뉴스포츠특수체육 교실,2023-01-01,2023-01-27,2023-02-16,2023-12-14
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실9명,기타장애,10:00~11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 평택시,평택시 손정환 지도자 특수체육교실 8명,발달(지적/자폐)장애,목 13:00~13:45,,2022-12-01,2022-12-16,2023-01-09,2023-07-21
기타,뉴스포츠,경기도,경기도 양주시,양주시 전희영지도자 뉴스포츠교실 9명,발달(지적/자폐)장애,매주 금 10:00~11:00,자립생활센터 탈자립시설 사업(보아스사랑의집/기관) 뉴스포츠특수체육 교실,2023-01-01,2023-01-27,2023-03-03,2023-12-15
기타,기타,경기도,경기도 양주시,양주시 장대근 지도자 e스포츠 교실 5명,발달(지적/자폐)장애,매주 금 16:00~17:00,e-sports교실(청소년),2023-02-13,2023-02-20,2023-03-03,2023-12-15
기타,,경기도,경기도 용인시,용인시이지연지도자보치아교실5명,기타장애,14:00~14:40,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시이지연지도자보치아교실5명,기타장애,14:50~15:30,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시이지연지도자요가교실10명,기타장애,수요일11:00~12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시이지연지도자특수체육10명,기타장애,목요일10:00~11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시이지연지도자특수체육10명,기타장애,목요일11:00~12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,생활체조,경기도,경기도 용인시,용인시 박공주지도자 생활체조교실  8명,발달(지적/자폐)장애,금요일 14:00~15:00,,2023-10-31,2023-12-30,2023-03-30,2023-12-30
기타,,경기도,경기도 용인시,용인시 조현자지도자 특수체육교실 10명,기타장애,10:00~ 11:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,,경기도,경기도 용인시,용인시 조현자지도자 특수체육교실 10명,기타장애,11:00 ~ 12:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(5명),발달(지적/자폐)장애,매주 금 11:30~12:10,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(5명),발달(지적/자폐)장애,매주 금 10:05~10:50,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(6명),발달(지적/자폐)장애,매주 목 13:30~14:20,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(8명),발달(지적/자폐)장애,매주 월 15:00~15:50,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,헬스,경기도,경기도 포천시,포천시 임상엽 지도자 헬스 교실(9명),발달(지적/자폐)장애,매주 화 14:00~14:50,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(9명),발달(지적/자폐)장애,매주 월 10:30~11:10,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(4명),발달(지적/자폐)장애,매주 수 10:00~10:40,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(3명),발달(지적/자폐)장애,매주 화 09:50~10:30,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(6명),발달(지적/자폐)장애,매주 목 10:50~11:30,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(6명),발달(지적/자폐)장애,매주 수 14:00~14:50,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,뉴스포츠,경기도,경기도 포천시,포천시 임상엽 지도자 특수체육 교실(14명),발달(지적/자폐)장애,매주 금 13:30~14:20,,2023-01-01,2023-12-31,2023-01-01,2023-12-31
기타,특수체육,경기도,경기도 광주시,광주시 최경민지도자 특수체육교실(초월고A 4명),발달(지적/자폐)장애,매주 화요일 10:00 ~ 11:00,,2022-12-01,2023-01-31,2023-03-02,2023-12-31
기타,스트레칭,경기도,경기도 광주시,광주시 전지현 지도자 은혜동산 A 스트레칭교실(11명),기타장애,매주 목 10:00-10:45,,2022-12-01,2023-12-30,2023-03-01,2023-12-30
기타,특수체육,경기도,경기도 광주시,광주시 최경민지도자 특수체육교실(초월고B 5명),발달(지적/자폐)장애,매주 화요일 11:00 ~ 12:00,,2022-12-01,2023-01-31,2023-03-02,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시 정민우 지도자 특수체육교실 4명,기타장애,매주 월요일 09:50~10:30,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 용인시,용인시 정민우 지도자 뉴스포츠교실 7명,기타장애,매주 월요일 15:00~15:50,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 정복기 지도자 뉴스포츠교실 8명,발달(지적/자폐)장애,매주 월 09:10 ~ 09:50,의정부 솔뫼초등학교 특수학급 장애학생대상 뉴스포츠 교실,2023-01-02,2023-02-25,2023-03-27,2023-12-18
기타,특수체육,경기도,경기도 의정부시,의정부시 정복기 지도자 특수체육교실 5명,발달(지적/자폐)장애,매주 월 10:55 ~ 11:40,송양중학교 특수학급 장애학생대상 특수체육교실,2023-01-02,2023-02-25,2023-04-03,2023-12-18
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 정복기 지도자 뉴스포츠교실 8명,발달(지적/자폐)장애,매주 월 13:55 ~ 14:45,송양고등학교 특수학급 장애학생대상 뉴스포츠교실,2023-01-02,2023-02-24,2023-03-20,2023-12-18
기타,기타,경기도,경기도 의정부시,의정부시 정복기 지도자 스마트운동교실 7명,지체(척수 및 절단 및 기타)장애,매주 월 15:30 ~ 16:30,의정부 동부보건지소 지체장애인대상 첨단 운동기구를 활용한 스마트 운동교실,2023-01-02,2023-02-24,2023-04-03,2023-05-25
기타,기타,경기도,경기도 의정부시,의정부시 정복기 지도자자 체력증진교실 33명,지체(척수 및 절단 및 기타)장애,매주 수 10:00 ~ 11:00,의정부 보건소에서 운영하는 활력충전 장애인재활운동교실,2023-01-02,2023-02-24,2023-03-08,2023-11-29
기타,특수체육,경기도,경기도 용인시,용인시 정민우 지도자 특수체육교실 10명,기타장애,매주 수요일 10:30~12:10,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,뉴스포츠,경기도,경기도 용인시,용인시 정민우 지도자 뉴스포츠교실 8명,기타장애,매주 수요일 14:00~15:00,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시 정민우 지도자 특수체육교실 9명,기타장애,매주목요일 09:50~11:20,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시 정민우 지도자 특수체육교실 6명,기타장애,매주 금요일 09:50~11:20,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 용인시,용인시 정민우 지도자 특수체육교실 4명,기타장애,매주 금요일 15:00~15:50,,2023-03-01,2023-12-31,2023-03-01,2023-12-31
기타,특수체육,경기도,경기도 광주시,광주시 최경민지도자 특수체육교실(곤지암고 5명),발달(지적/자폐)장애,매주 월요일 13:50 ~ 14:40,,2022-12-01,2023-01-31,2023-03-02,2023-12-31
기타,스트레칭,경기도,경기도 광주시,광주시 최경민지도자 스트레칭교실(초월보건지소 9명),지체(척수 및 절단 및 기타)장애,"매주 화,목 16:00 ~ 17:00",,2022-12-01,2023-01-31,2023-03-02,2023-12-31
기타,뉴스포츠,경기도,경기도 광주시,광주시 최경민지도자 뉴스포츠교실(주단기북부 13명),발달(지적/자폐)장애,매주 금요일 14:00 ~ 15:00,,2022-12-01,2023-01-31,2023-02-01,2023-12-31
기타,특수체육,경기도,경기도 의정부시,의정부시 배언진 지도자 특수체육교실 6명(버들개초등학교),발달(지적/자폐)장애,매주 월 9:00 ~ 9:40,버들개초등학교 특수학급 장애학생대상 특수체육교실,2023-01-02,2023-02-28,2023-04-03,2023-12-18
기타,뉴스포츠,경기도,경기도 의정부시,의정부시 신명국 지도자 뉴스포츠교실 10명,발달(지적/자폐)장애,매주 월 13:40~14:25,의정부중학교1 특수학급 특수체육,2023-01-02,2023-04-01,2023-04-03,2023-12-18
